grafana-1  | logger=migrator t=2026-02-22T14:00:53.399639846Z level=info msg="Executing migration" id="add unique index builtin_role_name back"
grafana-1  | logger=grafana-apiserver t=2026-02-22T14:00:56.489345641Z level=info msg="Adding GroupVersion featuretoggle.grafana.app v0alpha1 to ResourceManager"
grafana-1  | logger=provisioning.dashboard t=2026-02-22T14:00:56.542719263Z level=info msg="finished to provision dashboards"
grafana-1  | logger=plugin.angulardetectorsprovider.dynamic t=2026-02-22T14:00:56.56860692Z level=info msg="Patterns update finished" duration=412.85922ms
grafana-1  | logger=infra.usagestats t=2026-02-22T14:02:25.158925687Z level=info msg="Usage stats are ready to report"
grafana-1  | logger=cleanup t=2026-02-22T14:10:56.120784647Z level=info msg="Completed cleanup jobs" duration=7.697139ms
grafana-1  | logger=sqlstore.transactions t=2026-02-22T14:10:56.126899775Z level=info msg="Database locked, sleeping then retrying" error="database is locked" retry=0 code="database is locked"
grafana-1  | logger=plugins.update.checker t=2026-02-22T14:10:56.748385449Z level=info msg="Update check succeeded" duration=374.153073ms
grafana-1  | logger=sqlstore.transactions t=2026-02-22T14:15:56.02527745Z level=info msg="Database locked, sleeping then retrying" error="database is locked" retry=0 code="database is locked"
grafana-1  | logger=cleanup t=2026-02-22T14:20:56.118924262Z level=info msg="Completed cleanup jobs" duration=46.332407ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T14:20:56.513528924Z level=info msg="Update check succeeded" duration=178.837992ms
grafana-1  | logger=context userId=0 orgId=0 uname= t=2026-02-22T14:25:43.702491172Z level=info msg="Request Completed" method=GET path=/ status=302 remote_addr=172.21.0.1 time_ms=0 duration=919.86µs size=29 referer= handler=/ status_source=server
grafana-1  | logger=authn.service t=2026-02-22T14:25:48.903830592Z level=info msg="Failed to authenticate request" client=auth.client.form error="[password-auth.failed] failed to authenticate identity: [password-auth.invalid] invalid password"
grafana-1  | logger=context userId=0 orgId=0 uname= t=2026-02-22T14:25:48.904291522Z level=info msg=Unauthorized error="[password-auth.failed] failed to authenticate identity: [password-auth.invalid] invalid password" remote_addr=172.21.0.1 traceID=
grafana-1  | logger=context userId=0 orgId=0 uname= t=2026-02-22T14:25:48.90441103Z level=info msg="Request Completed" method=POST path=/login status=401 remote_addr=172.21.0.1 time_ms=43 duration=43.065549ms size=107 referer=http://localhost:3000/login handler=/login status_source=server
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-22T14:26:23.50197124Z level=info msg="Request Completed" method=GET path=/api/live/ws status=-1 remote_addr=172.21.0.1 time_ms=6 duration=6.499725ms size=0 referer= handler=/api/live/ws status_source=server
grafana-1  | logger=cleanup t=2026-02-22T14:30:56.067761904Z level=info msg="Completed cleanup jobs" duration=34.486986ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T14:30:56.443650612Z level=info msg="Update check succeeded" duration=148.616483ms
grafana-1  | logger=infra.usagestats t=2026-02-22T14:32:25.046874743Z level=info msg="Usage stats are ready to report"
grafana-1  | logger=cleanup t=2026-02-22T14:40:56.03261619Z level=info msg="Completed cleanup jobs" duration=38.640731ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T14:40:56.422335926Z level=info msg="Update check succeeded" duration=166.054006ms
grafana-1  | logger=cleanup t=2026-02-22T14:50:55.998153537Z level=info msg="Completed cleanup jobs" duration=41.092649ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T14:50:56.526477107Z level=info msg="Update check succeeded" duration=307.9337ms
grafana-1  | logger=cleanup t=2026-02-22T15:00:55.999912937Z level=info msg="Completed cleanup jobs" duration=83.629744ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T15:00:56.396660036Z level=info msg="Update check succeeded" duration=218.590589ms
grafana-1  | logger=infra.usagestats t=2026-02-22T15:02:24.930692091Z level=info msg="Usage stats are ready to report"
grafana-1  | logger=cleanup t=2026-02-22T15:10:55.905209606Z level=info msg="Completed cleanup jobs" duration=26.990763ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T15:10:56.488138382Z level=info msg="Update check succeeded" duration=348.61567ms
grafana-1  | logger=cleanup t=2026-02-22T15:20:55.902637046Z level=info msg="Completed cleanup jobs" duration=64.756362ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T15:20:56.296621377Z level=info msg="Update check succeeded" duration=196.417527ms
grafana-1  | logger=cleanup t=2026-02-22T15:30:55.843453717Z level=info msg="Completed cleanup jobs" duration=44.19367ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T15:30:56.28246503Z level=info msg="Update check succeeded" duration=221.024755ms
grafana-1  | logger=infra.usagestats t=2026-02-22T15:32:24.811943184Z level=info msg="Usage stats are ready to report"
grafana-1  | logger=cleanup t=2026-02-22T15:40:55.76289212Z level=info msg="Completed cleanup jobs" duration=3.826151ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T15:40:56.325989985Z level=info msg="Update check succeeded" duration=304.576495ms
grafana-1  | logger=cleanup t=2026-02-22T15:50:55.736104576Z level=info msg="Completed cleanup jobs" duration=15.585783ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T15:50:56.353531083Z level=info msg="Update check succeeded" duration=370.316734ms
grafana-1  | logger=sqlstore.transactions t=2026-02-22T16:00:55.745109696Z level=info msg="Database locked, sleeping then retrying" error="database is locked" retry=0 code="database is locked"
grafana-1  | logger=cleanup t=2026-02-22T16:00:55.784934521Z level=info msg="Completed cleanup jobs" duration=102.276755ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T16:00:56.254460128Z level=info msg="Update check succeeded" duration=310.496726ms
grafana-1  | logger=infra.usagestats t=2026-02-22T16:02:24.696930178Z level=info msg="Usage stats are ready to report"
grafana-1  | logger=cleanup t=2026-02-22T16:10:55.648772421Z level=info msg="Completed cleanup jobs" duration=3.649835ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T16:10:56.291479349Z level=info msg="Update check succeeded" duration=384.668696ms
grafana-1  | logger=cleanup t=2026-02-22T16:20:55.643689419Z level=info msg="Completed cleanup jobs" duration=46.553055ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T16:20:57.136000632Z level=info msg="Update check succeeded" duration=1.277112609s
grafana-1  | logger=cleanup t=2026-02-22T16:30:55.584536333Z level=info msg="Completed cleanup jobs" duration=14.217575ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T16:30:56.13543383Z level=info msg="Update check succeeded" duration=302.832679ms
grafana-1  | logger=infra.usagestats t=2026-02-22T16:32:24.586813316Z level=info msg="Usage stats are ready to report"
grafana-1  | logger=cleanup t=2026-02-22T16:40:55.564071618Z level=info msg="Completed cleanup jobs" duration=25.275277ms
grafana-1  | logger=plugins.update.checker t=2026-02-22T16:40:56.010101424Z level=info msg="Update check succeeded" duration=209.010789ms
